Date,Open,High,Low,Close,Adj Close,Volume
1992-06-26,0.328125,0.3476560115814209,0.3203130066394806,,0.2591371238231659,224358400.0
1992-06-29,0.3398439884185791,0.3671880066394806,0.3320310115814209,0.359375,0.2772159874439239,58732800.0
1992-06-30,0.3671880066394806,0.3710939884185791,0.34375,0.3476560115814209,0.2681761085987091,34777600.0
1992-07-01,0.3515630066394806,0.359375,0.3398439884185791,0.3554689884185791,0.2742030620574951,18316800.0
1992-07-02,,0.359375,0.3476560115814209,304.82456496613673,0.2742030620574951,
1992-07-06,0.3515630066394806,0.3554689884185791,0.3476560115814209,0.3554689884185791,,5753600.0
1992-07-07,0.3554689884185791,0.3554689884185791,0.3476560115814209,0.3554689884185791,0.2742030620574951,10662400.0
1992-07-08,0.3554689884185791,0.3554689884185791,0.34375,0.3476560115814209,0.2681761085987091,15500800.0
1992-07-09,305.9461347935668,0.359375,0.3476560115814209,0.359375,0.2772159874439239,3923200.0
1992-07-10,0.359375,309.4833710112513,0.3515630066394806,0.3632810115814209,0.2802290022373199,11040000.0
1992-07-13,0.3632810115814209,0.3710939884185791,0.359375,0.3710939884185791,0.2862558662891388,5996800.0
1992-07-14,0.3710939884185791,0.3828130066394806,0.3671880066394806,0.3710939884185791,0.2862558662891388,17062400.0
1992-07-15,0.375,0.3828130066394806,0.3710939884185791,0.3828130066394806,0.2952956259250641,4992000.0
1992-07-16,0.3828130066394806,0.4140630066394806,0.3789060115814209,0.4082030057907104,0.3148812353610992,17062400.0
1992-07-17,0.4101560115814209,0.4375,0.3984380066394806,0.4296880066394806,0.3314543068408966,15667200.0
1992-07-20,0.4277339875698089,0.4375,0.4179689884185791,0.4335939884185791,0.3344673216342926,19744000.0
1992-07-21,0.4375,0.4453130066394806,0.4296880066394806,0.4375,0.3374804556369781,7782400.0
1992-07-22,0.4335939884185791,0.4375,0.421875,0.4335939884185791,0.3344673216342926,10892800.0
1992-07-23,0.4335939884185791,0.4414060115814209,0.4257810115814209,0.4414060115814209,0.3404935002326965,10387200.0
1992-07-24,0.4335939884185791,0.4492189884185791,0.4296880066394806,0.4453130066394806,0.3435072302818298,7052800.0
1992-07-27,0.4492189884185791,0.4648439884185791,0.4453130066394806,0.4550780057907104,0.3510397672653198,11430400.0
