Date,Open,High,Low,Close,Adj Close,Volume
1997-09-17,5.1671462059021,,5.1671462059021,493.88967576327286,3.617382526397705,29185406.0
1997-09-18,5.30194091796875,5.414269924163818,5.257009029388428,5.414269924163818,3.741585493087769,6731884.0
1997-09-19,5.403037071228027,5.571530818939209,5.403037071228027,5.436736106872559,3.7571113109588623,3440221.0
1997-09-22,5.391804218292236,5.459201812744141,5.380571842193604,,3.7260589599609375,5831072.0
1997-09-23,5.391804218292236,5.414269924163818,5.380571842193604,5.391804218292236,3.7260589599609375,2738601.0
1997-09-24,5.403037071228027,5.414269924163818,5.380571842193604,5.391804218292236,3.7260589599609375,2575576.0
1997-09-25,5.391804218292236,5.47043514251709,5.391804218292236,,3.78039813041687,1005971.0
1997-09-26,5.459201812744141,5.6164631843566895,5.44796895980835,5.60522985458374,3.8735504150390634,1636372.0
1997-09-29,5.6164631843566895,5.683860778808594,5.6164631843566895,,3.927888870239258,1708148.0
1997-09-30,5.740025043487549,5.998382091522217,5.728792190551758,5.818655967712402,4.021039962768555,4639263.0
1997-10-01,5.829888820648193,5.829888820648193,5.571530818939209,,3.850262880325317,3525907.0
1997-10-02,5.593997001647949,5.60522985458374,5.481667995452881,5.549065113067627,3.834737777709961,1870617.0
1997-10-03,5.60522985458374,,5.571530818939209,5.6276960372924805,3.889074563980103,2065357.0
1997-10-06,5.60522985458374,5.796189785003662,5.60522985458374,,3.974463939666748,7842458.0
1997-10-07,5.796189785003662,496.2825190247886,5.504134178161621,5.593997001647949,3.865788459777832,21602230.0
1997-10-08,5.593997001647949,5.6164631843566895,5.481667995452881,5.515367031097412,3.811451196670532,16664736.0
1997-10-09,5.504134178161621,5.75125789642334,5.403037071228027,5.740025043487549,3.9666998386383057,12844494.0
1997-10-10,5.549065113067627,5.740025043487549,5.526599884033203,5.672627925872803,3.92012619972229,10308979.0
1997-10-13,5.683860778808594,5.762491226196289,5.672627925872803,5.762491226196289,3.9822285175323486,10520968.0
